id,title,description,created_at,updated_at,url,image_file_name,image_content_type,image_file_size,image_updated_at,image_remote_url,retina_dimensions
469,"Case for Sphero","For when it inevitably goes down one or two stairs.","2017-03-06 19:45:36.412564","2017-03-07 02:14:41.182438",https://www.amazon.com/Hexnub-Cover-Robotic-Sphero-editions/dp/B017P9POT0/ref=sr_1_1,51LFSdjS1LL._SL1000_.jpg,image/jpeg,49716,"2017-03-07 02:14:40.235148",https://images-na.ssl-images-amazon.com/images/I/51LFSdjS1LL._SL1000_.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 300
"
470,AirPods,"I want to make the plunge!  They're $159.00 when you buy from Apple.  I mention this because I saw them on sale from a particular Amazon vendor for much more.","2017-03-07 01:57:41.345568","2017-03-07 01:58:11.929052",http://www.apple.com/shop/product/MMEF2AM/A/airpods,MMEF2,image/jpeg,57679,"2017-03-07 01:58:10.915256",https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/M/ME/MMEF2/MMEF2?wid=1144&hei=1144&fmt=jpeg&qlt=95&op_sharpen=0&resMode=bicub&op_usm=0.5%2C0.5%2C0%2C0&iccEmbed=0&layer=comp&.v=1473705678057,"---
:image:
  :medium:
    :width: 300
    :height: 300
"
471,"Lap desk","","2017-03-07 02:14:06.669193","2017-03-07 02:14:06.669193",https://www.amazon.com/dp/B000U1Y532/?tag=thewire06-20&linkCode=xm2&ascsubtag=WC85554,61xzi-yxuhL._SL1280_.jpg,image/jpeg,120758,"2017-03-07 02:14:05.387889",https://images-na.ssl-images-amazon.com/images/I/61xzi-yxuhL._SL1280_.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 300
"
472,"iTunes Gift Card","Any denomination appreciated.  Note that this is for iTunes rather than for the ""Apple Store.""  There is at least one pricey game app I'm looking to buy (called ""The Witness"")","2017-03-12 02:50:31.655784","2017-03-24 00:38:09.224900",http://www.apple.com/shop/personalize/electronic?product=ME174LL/A,itunes-egc-2016-generic-splash,image/png,1086330,"2017-03-24 00:38:08.021233","https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/i/tu/itunes/egc/itunes-egc-2016-generic-splash?wid=840&hei=670&fmt=png-alpha&qlt=80&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1462824973265","---
:image:
  :medium:
    :width: 300
    :height: 239
"
473,"Os tickets","Always pleased to see my guys in person.","2017-03-26 17:25:13.900282","2017-03-26 17:25:13.900282",http://baltimore.orioles.mlb.com/ticketing/singlegame.jsp?c_id=bal&mlbkw=ds-g-p11097555379,1280px-Baltimore_Orioles_Script.svg.png,image/png,115984,"2017-03-26 17:25:12.638790",https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Baltimore_Orioles_Script.svg/1280px-Baltimore_Orioles_Script.svg.png,"---
:image:
  :medium:
    :width: 300
    :height: 171
"
474,"Stitching Post Monies","Would really like to get a fun project to work on this summer.","2017-03-26 17:26:55.302383","2017-03-26 17:26:55.302383",http://www.the-stitching-post.com/,Stitchin-093.JPG,image/jpeg,61207,"2017-03-26 17:26:54.806072",http://www.spgifts.com/Stitchin-093.JPG,"---
:image:
  :medium:
    :width: 204
    :height: 136
"
475,"Work Shoes","Hi there. I have some foot-related issues that really need to be addressed while working on my feet all day. I need a nice dress-ish shoe that is supportive and helps with all those issues. As long as I teach, I must stand, and I expect I will continue to teach. I have quite literally hobbled through this school year, but I really need to deal with this. Van Dyke and Bacon charges obscene, $100+ prices, but I know I'll get the right shoe there. Help with availing myself of their services would be much-appreciated.","2017-03-26 17:30:33.353332","2017-03-26 17:30:33.353332",http://vdbshoes.com/,WomensBannerS161.jpg,image/jpeg,2377334,"2017-03-26 17:30:31.041273",http://vdbshoes.com/wp-content/uploads/2016/03/WomensBannerS161.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 110
"
476,"MacBook Pro!","I will buy this for myself, but I enjoy putting even my self-gifts here... My previous laptop is 10 years old! My iPad is insufficient for my needs at CMU, and the family iMac is often used for Minecraft.","2017-03-30 15:36:39.335680","2017-03-30 17:46:59.793161",http://www.apple.com/macbook-pro/,mbp13touch-gray-select-201610,image/jpeg,71869,"2017-03-30 17:46:59.016189","https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/m/bp/mbp13touch/gray/mbp13touch-gray-select-201610?wid=904&hei=840&fmt=jpeg&qlt=80&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1485901247770","---
:image:
  :medium:
    :width: 300
    :height: 279
"
477,"Harry Potter Hogwarts Battle","Family game! It shares enough mechanics with King of Tokyo that I think even Blake will be able to get it.","2017-03-30 15:50:57.574857","2017-03-30 17:45:33.770949",https://smile.amazon.com/Potter-Hogwarts-Battle-Cooperative-Building/dp/B01EIKRP0K/ref=sr_1_1?ie=UTF8&qid=1490888992&sr=8-1&keywords=hogwarts+battle,61U_2BZcGv7pL._SX300_.jpg,image/jpeg,30346,"2017-03-30 17:45:33.407292",https://images-na.ssl-images-amazon.com/images/I/61U%2BZcGv7pL._SX300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 112
"
478,Kodama,"Looks like a good family game","2017-03-30 16:06:22.760659","2017-03-30 16:06:22.760659",https://smile.amazon.com/Kodama-2nd-Edition-Board-Game/dp/B01M0BJYH2/ref=sr_1_2?ie=UTF8&qid=1490889917&sr=8-2&keywords=kodama,51v2cr2UmpL._SY300_.jpg,image/jpeg,26226,"2017-03-30 16:06:22.310686",https://images-na.ssl-images-amazon.com/images/I/51v2cr2UmpL._SY300_.jpg,"---
:image:
  :medium:
    :width: 144
    :height: 150
"
479,Clank!,"Still trying to scratch that dungeon-crawling itch in an accessible game","2017-03-30 16:10:50.044438","2017-03-30 16:10:50.044438",https://smile.amazon.com/Renegade-Game-Studios-0552RGS-Clank/dp/B01KAC6268/ref=sr_1_1?s=toys-and-games&ie=UTF8&qid=1490890198&sr=1-1&keywords=clank+deck+building,61ndijnUVdL._SY300_.jpg,image/jpeg,33138,"2017-03-30 16:10:49.660046",https://images-na.ssl-images-amazon.com/images/I/61ndijnUVdL._SY300_.jpg,"---
:image:
  :medium:
    :width: 136
    :height: 150
"
480,"Fabled Fruit","I'm fascinated by the idea that the mechanics evolve after each play! If it's out of stock, don't worry. Having it recorded on this list will help me remember later.","2017-03-30 16:11:54.178587","2017-03-30 16:11:54.178587",https://smile.amazon.com/dp/B01IC9RXA0/ref=olp_product_details?_encoding=UTF8&me=,61L9QJCdcyL._SY300_.jpg,image/jpeg,36957,"2017-03-30 16:11:53.792392",https://images-na.ssl-images-amazon.com/images/I/61L9QJCdcyL._SY300_.jpg,"---
:image:
  :medium:
    :width: 103
    :height: 150
"
481,"One Deck Dungeon","Looks so neat! Their site (http://asmadigames.com/buy-games.php) says it'll be back in print in ""late April"" if you feel like trying to jump on it for my birthday. Otherwise let it sit here for me to remember later!","2017-03-30 16:58:26.900821","2017-03-30 16:58:26.900821",https://smile.amazon.com/Asmadi-Games-ASI-0080-Deck-Dungeon/dp/B01NBIJZAN/ref=sr_1_1?ie=UTF8&qid=1490892346&sr=8-1&keywords=one+deck+dungeon,51vZCQh9OBL._SY300_.jpg,image/jpeg,18281,"2017-03-30 16:58:26.414595",https://images-na.ssl-images-amazon.com/images/I/51vZCQh9OBL._SY300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
482,"Breath of the Wild amiibo figure","I like all the Breath of the Wild amiibo figures.","2017-03-30 17:06:49.694439","2017-03-30 17:06:49.694439",https://smile.amazon.com/Nintendo-amiibo-Link-Rider-Breath-Wild/dp/B01N33LIXR/ref=sr_1_1?s=videogames&ie=UTF8&qid=1490893558&sr=1-1&keywords=breath%2Bof%2Bthe%2Bwild%2Bamiibo&th=1,41D4wbGLLHL._SX215_.jpg,image/jpeg,8908,"2017-03-30 17:06:49.296436",https://images-na.ssl-images-amazon.com/images/I/41D4wbGLLHL._SX215_.jpg,"---
:image:
  :medium:
    :width: 107
    :height: 120
"
483,"Eastern Front resource","I've shopped on many occasions for my ideal Eastern Front book. I want the military details, but also big picture political stuff on the one hand and societal impact on another. Physical, digital, audio, or longer courses are all OK!","2017-03-30 17:11:43.406203","2017-03-30 17:11:53.112103","",,,,,"",
484,"LEGO Yellow Submarine","Why is there a Beatles Lego set? I saw this in Toys R Us and want it!","2017-03-30 20:03:43.125414","2017-03-30 20:03:43.125414",https://smile.amazon.com/LEGO-Ideas-Yellow-Submarine-Building/dp/B01FUFGEHM/ref=sr_1_1?ie=UTF8&qid=1490904123&sr=8-1&keywords=beatles+lego,61EYPO5UBAL._SY300_.jpg,image/jpeg,30779,"2017-03-30 20:03:42.657416",https://images-na.ssl-images-amazon.com/images/I/61EYPO5UBAL._SY300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
485,"Concert Ukelele","Thought this might be another fun instrument to have around for the kids and I","2017-04-01 18:22:21.502719","2017-04-01 18:22:21.502719",http://a.co/fAkeWKR,81JINUOR7oL._SL1500_.jpg,image/jpeg,267507,"2017-04-01 18:22:19.820273",https://images-na.ssl-images-amazon.com/images/I/81JINUOR7oL._SL1500_.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 300
"
486,"Toyota Sienna","At this time, I require a new Sienna with AWD, since Emma and I recently skidded off the road on new tires for reasons unknown. I need phone charging capacity, which I also lack now. I need Bluetooth capacity. I need a touch screen that allows navigation to occur without touching my phone. I also need to be able to handle phone calls without touching my phone. Given so many demands, I'll take whatever color I can get.","2017-04-08 13:54:12.704036","2017-04-08 13:54:12.704036",http://www.toyota.com/sienna/?srchid=sem%7cGOOGLE%7cSienna%7cModel_Sienna%7cSienna_General%7cSienna_ETA_Refresh_2.14.17%7cSienna_MLP&gclid=CMmz0qeAldMCFcJrNwodCGcJ3w&gclsrc=ds,2011-toyota-sienna-photo-317763-s-450x274.jpg,image/jpeg,19787,"2017-04-08 13:54:12.096040",http://media.caranddriver.com/images/09q4/300860/2011-toyota-sienna-photo-317763-s-450x274.jpg,"---
:image:
  :medium:
    :width: 225
    :height: 137
"
487,"The Tempest","I don't think the kids would dig this, so our fun summers seeing plays together are on hiatus. I would like to go with Damon, please. And dinner before and babysitting would be incredibly awesome bonuses.","2017-04-08 13:56:10.437599","2017-04-08 13:56:10.437599",http://www.chesapeakeshakespeare.com/,tempest_homepgblock.jpg,image/jpeg,90116,"2017-04-08 13:56:09.974758",http://www.chesapeakeshakespeare.com/wp-content/uploads/2017/03/tempest_homepgblock.jpg,"---
:image:
  :medium:
    :width: 175
    :height: 125
"
488,"Road Back to You","One of two books on the enneagram I'd like to read. I listen to their podcast sometimes. ","2017-04-08 16:08:07.422848","2017-04-08 16:08:07.422848",https://www.amazon.com/Road-Back-You-Enneagram-Self-Discovery/dp/0830846190/ref=sr_1_1?ie=UTF8&qid=1491667582&sr=8-1&keywords=road+back+to+you,51bfVbmoRSL._SY344_BO1_204_203_200_.jpg,image/jpeg,20467,"2017-04-08 16:08:06.915766","https://images-na.ssl-images-amazon.com/images/I/51bfVbmoRSL._SY344_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 112
    :height: 173
"
489,"The Enneagram: A Christian Perspective","I love Fr. Rohr for lots of reasons. He is the real pioneer on the modern interest in the enneagram to boot!","2017-04-08 16:09:42.179378","2017-04-08 16:09:42.179378",https://www.amazon.com/Enneagram-Christian-Perspective-Richard-Rohr/dp/0824519507/ref=pd_bxgy_14_img_3?_encoding=UTF8&pd_rd_i=0824519507&pd_rd_r=FZSBDPVATF10DTG8ZCDS&pd_rd_w=WcvqW&pd_rd_wg=4M3B0&psc=1&refRID=FZSBDPVATF10DTG8ZCDS,51zuF61f3_2BL._SX332_BO1_204_203_200_.jpg,image/jpeg,53757,"2017-04-08 16:09:41.588208","https://images-na.ssl-images-amazon.com/images/I/51zuF61f3%2BL._SX332_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 167
    :height: 249
"
490,"How to Meditate","Heard and loved the audio course that accompanied this.","2017-04-08 19:20:59.084254","2017-04-08 19:20:59.084254",https://www.amazon.com/How-Meditate-Practical-Making-Friends/dp/1604079339/ref=pd_lpo_sbs_14_t_0?_encoding=UTF8&psc=1&refRID=BAPQGD3N019XS2GX2T36,41l_2BL_2BE6ZVL._SX324_BO1_204_203_200_.jpg,image/jpeg,23055,"2017-04-08 19:20:58.505978","https://images-na.ssl-images-amazon.com/images/I/41l%2BL%2BE6ZVL._SX324_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 163
    :height: 249
"
491,"My Own Laptop","That no one can touch. Will also accept Macbooks and such.","2017-04-08 19:24:05.191981","2017-04-08 19:24:05.191981",http://www.dell.com/en-us/member/shop/productdetails/inspiron-15-3565-laptop,laptop-inspiron-15-3000-series-pdp-pol_module_01.jpg,image/jpeg,93238,"2017-04-08 19:24:04.580599",http://i.dell.com/sites/imagecontent/products/PublishingImages/inspiron-15-3000-laptops/laptop-inspiron-15-3000-series-pdp-pol_module_01.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 120
"
492,"The Great Courses Plus","I'd love a year of The Great Courses Plus! Anyone who wants to share credentials is welcome. A backup idea is to get me the standalone chess class from The Great Courses (non-Plus): http://www.thegreatcourses.com/courses/how-to-play-chess-lessons-from-an-international-master.html","2017-04-13 14:39:52.420265","2017-04-13 14:39:52.420265",https://www.thegreatcoursesplus.com/viewplans,tgc-plus-logo.png,image/png,3288,"2017-04-13 14:39:51.745276",https://dstr1e5ux65sg.cloudfront.net/54/40/20cd14f24e96a77bc770681c71b7/tgc-plus-logo.png,"---
:image:
  :medium:
    :width: 70
    :height: 25
"
493,"DIY MFA","I love this book!!!!","2017-04-26 17:03:07.337803","2017-04-26 17:03:07.337803",https://www.amazon.com/DIY-MFA-Write-Purpose-Community/dp/1599639343/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1493226087&sr=8-2,DIYMFA-Cover-FINAL-201x300.png,image/png,17260,"2017-04-26 17:03:06.691707",http://diymfa.com/wp-content/uploads/2017/02/DIYMFA-Cover-FINAL-201x300.png,"---
:image:
  :medium:
    :width: 100
    :height: 150
"
494,Bike,"I have wanted and needed a bike ever since my fourth child learned to ride, if not before. I would like to do some trips this summer. For some reason, I fell head over heels in love with this bright beauty.","2017-04-26 17:55:33.906433","2017-04-26 17:55:33.906433",https://www.walmart.com/ip/26-Women-s-Margaritaville-Multi-Speed-Cruiser-Bike/47443499,3f61448d-f928-4dfd-8671-e4f15f55d46f_1.e6092094e4064ec7580b39de98a68696.jpeg,image/jpeg,38075,"2017-04-26 17:55:33.192077",https://i5.walmartimages.com/asr/3f61448d-f928-4dfd-8671-e4f15f55d46f_1.e6092094e4064ec7580b39de98a68696.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,"---
:image:
  :medium:
    :width: 225
    :height: 225
"
496,"Hand/Wrist Weights","I couldn't find a perfect combo thing like I was looking for at Amazon, but the idea is that I wanted to find a one-pound each/two-pound each/three-pound each set of wrist weights (like six total, as in the picture). A two-pound set alone would be just fine, though. Thank you!","2017-04-29 21:25:57.380283","2017-04-29 21:25:57.380283",http://www.allegromedical.com/exercise-fitness-c523/thera-band-comfort-fit-ankle-and-wrist-weight-set-p566397.html?utm_campaign=Comparison%20Shopping&utm_source=froogle&utm_medium=feed&CS_003=9164468&CS_010=ff80818140124cc5014017ce0a8102dd&gclid=CO28x_3MytMCFZuCswodTz0PNA&kwid=productads-adid^53190000973-device^c-plaid^157086647053-sku^999%20566397%2001@ADL4ALLEGRO-adType^PLA#999+566397+01,0000322_theraband-anklewrist-weights_300.jpg,image/jpeg,94779,"2017-04-29 21:25:56.736389",https://www.dme.co.nz/content/images/thumbs/0000322_theraband-anklewrist-weights_300.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 92
"
497,"Electronic Battleship","Tim loves the analog version and I think would get a big hoot out of this.","2017-05-03 20:29:54.303508","2017-05-03 22:18:44.332102",https://www.amazon.com/gp/aw/d/B00CPGZ9E4/ref=mp_s_a_1_1?ie=UTF8&qid=1493843115&sr=8-1&pi=AC_SX236_SY340_QL65&keywords=electronic+battleship&dpPl=1&dpID=51imZTu0ORL&ref=plSrch,51imZTu0ORL._SY300_.jpg,image/jpeg,29504,"2017-05-03 22:18:43.998934",https://images-na.ssl-images-amazon.com/images/I/51imZTu0ORL._SY300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
498,Minecraftitude,"Something that makes it possible for tim to play with friends or something else fun related to Minecraft. I am open to being advised on these points as well.","2017-05-03 20:55:58.208567","2017-05-04 00:59:47.230967",https://minecraft.net/en-us/,index-hero-og.0757cc783ca4.jpg,image/jpeg,508505,"2017-05-04 00:59:46.434341",https://minecraft.net/static/pages/img/index-hero-og.0757cc783ca4.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 157
"
499,"Makerspace Materials","Tim ADORES the maker space at school and is always ""maker-spacey"" here at home. If anyone knows a lot about this concept and wanted to get Tim some supplies, that would rock.","2017-05-03 22:26:39.915884","2017-05-03 22:26:39.915884",https://www.makerspaces.com/what-is-a-makerspace/,what-is-a-makerspace2.jpg,image/jpeg,94750,"2017-05-03 22:26:39.168470",https://i2.wp.com/www.makerspaces.com/wp-content/uploads/2015/11/what-is-a-makerspace2.jpg?resize=700%2C467&ssl=1,"---
:image:
  :medium:
    :width: 300
    :height: 200
"
501,"Shortbread mold pan","This would be so cool and pretty! Also open to bread-baking supplies, as we are going to take that on this summer!","2017-05-04 01:06:23.715706","2017-05-04 01:06:23.715706",https://www.amazon.com/gp/product/B000237FR6/ref=ox_sc_act_title_1?ie=UTF8&psc=1&smid=ATVPDKIKX0DER,91NEmeAakXL._SL1500_.jpg,image/jpeg,395809,"2017-05-04 01:06:22.178091",https://images-na.ssl-images-amazon.com/images/I/91NEmeAakXL._SL1500_.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 300
"
502,"Incense Burner and Incense","I adore this. Sticks that are associated with calming would be a lovely addition.","2017-05-04 01:13:11.707646","2017-05-04 01:13:11.707646",https://www.amazon.com/gp/product/B00M0XS8VI/ref=ox_sc_sfl_title_49?ie=UTF8&psc=1&smid=A18ZPZZFBH8WI4,91NUYznJVfL._SL1500_.jpg,image/jpeg,482538,"2017-05-04 01:13:10.150195",https://images-na.ssl-images-amazon.com/images/I/91NUYznJVfL._SL1500_.jpg,"---
:image:
  :medium:
    :width: 297
    :height: 300
"
503,"Raising Emotionally and Socially Healthy Kids","Great Courses on parenting by a lady I could learn a thing or two from!","2017-05-22 00:12:54.352839","2017-05-22 00:12:54.352839",https://www.amazon.com/Raising-Emotionally-Socially-Healthy-Kids/dp/B00NXHABCE/ref=asap_bc?ie=UTF8,51eQ5_2BBWFdL._AA300_.jpg,image/jpeg,22304,"2017-05-22 00:12:53.735166",https://images-na.ssl-images-amazon.com/images/I/51eQ5%2BBWFdL._AA300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
504,"Baseball Glove","I like this glove because it's small, comes with a ball that's not as hard as a real baseball, and the colors are gender neutral.","2017-05-23 00:49:56.616462","2017-05-23 00:49:56.616462",https://www.amazon.com/Franklin-Sports-Tech-Baseball-Glove/dp/B0028AECR2/ref=sr_1_5?ie=UTF8&qid=1495492054&sr=8-5&keywords=kids+baseball+glove,91-3N1NgidL._SL1500_.jpg,image/jpeg,387210,"2017-05-23 00:49:54.950327",https://images-na.ssl-images-amazon.com/images/I/91-3N1NgidL._SL1500_.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 300
"
505,"Magna Tile cars","Julia loves her Magna Tiles and this puts a slightly new spin on.","2017-05-23 00:52:10.798090","2017-05-23 00:52:10.798090",https://www.amazon.com/NEW-Mag-Builders-Piece-Inspirational/dp/B01N2GZVNK/ref=sr_1_10?ie=UTF8&qid=1495491883&sr=8-10&keywords=magna+tiles+cars,81lEQnMrtSL._SL1500_.jpg,image/jpeg,207683,"2017-05-23 00:52:08.861056",https://images-na.ssl-images-amazon.com/images/I/81lEQnMrtSL._SL1500_.jpg,"---
:image:
  :medium:
    :width: 292
    :height: 300
"
515,"Organized Mind","I need to think straight. Please help.","2017-07-12 11:15:40.349803","2017-11-06 10:52:55.706841",https://www.amazon.com/Organized-Mind-Thinking-Straight-Information/dp/0147516315/ref=sr_1_1?ie=UTF8&qid=1499858105&sr=8-1&keywords=organized+mind,41tMW9MLUvL._SY344_BO1_204_203_200_.jpg,image/jpeg,20319,"2017-11-06 10:52:55.351562","https://images-na.ssl-images-amazon.com/images/I/41tMW9MLUvL._SY344_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 116
    :height: 173
"
516,"AmazonSmile: Chef'n Sweet Spot Ice Cream Sandwich Maker, Black: Kitchen & Dining","","2017-08-06 20:11:36.953293","2017-08-06 20:11:36.953293",https://smile.amazon.com/Chefn-Sweet-Cream-Sandwich-Maker/dp/B01B5SOTV6/ref=sr_1_1?ie=UTF8&qid=1502050162&sr=8-1&keywords=ice+cream+sandwich+maker,41-RB1thR7L._SY300_.jpg,image/jpeg,12257,"2017-08-06 20:11:36.225000",https://images-na.ssl-images-amazon.com/images/I/41-RB1thR7L._SY300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
520,"DOMINION FIRST BLOOD BY RICHARD MANN","An old and terrible threat comes back to haunt Mankind. A race of ancient aliens are hell-bent on dominating Earth and replacing humans with their own kind. An ageing but brilliant archaeologist makes a shocking discovery in modern Iraq. A secret meeting occurs between Vampire elders and the US President. ","2017-08-18 03:58:21.203193","2017-08-18 03:58:21.203193",https://richardmannblog.com/free-chapters,,,,,"",
521,"Amazon.com: Star Wars Droid Inventor Kit: Amazon Launchpad","This looks very cool","2017-09-07 02:49:15.822814","2017-09-07 02:49:15.822814",https://www.amazon.com/exec/obidos/ASIN/B06XYD1LRN/ref=nosim/0sil8,51Y8mPVAfoL._SX300_.jpg,image/jpeg,17321,"2017-09-07 02:49:15.166125",https://images-na.ssl-images-amazon.com/images/I/51Y8mPVAfoL._SX300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 100
"
522,"The Authoritative Calvin and Hobbes (A Calvin And Hobbes Treasury): Bill Watterson: 9780836218220: AmazonSmile: Books","No brainer ","2017-09-08 02:59:49.191156","2017-09-08 02:59:49.191156",https://smile.amazon.com/Authoritative-Calvin-Hobbes-Treasury/dp/0836218221/ref=sr_1_11?ie=UTF8&qid=1504839435&sr=8-11&keywords=calvin+and+hobbes,510t3rWYO3L._SX258_BO1_204_203_200_.jpg,image/jpeg,36686,"2017-09-08 02:59:48.575379","https://images-na.ssl-images-amazon.com/images/I/510t3rWYO3L._SX258_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 130
    :height: 167
"
523,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions: Randall Munroe: 4708364246039: AmazonSmile: Books","Ben gave me the ebook but I think Blake would enjoy this so we need a physical copy. I’m always chiding him for asking too many anxious “what if’s” and here is a whole book of them!","2017-09-08 03:05:21.847504","2017-09-08 03:05:21.847504",https://smile.amazon.com/What-If-Scientific-Hypothetical-Questions/dp/0544272994/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1504839665&sr=8-1,51PdzumjQFL.jpg,image/jpeg,35166,"2017-09-08 03:05:21.429726",https://images-na.ssl-images-amazon.com/images/I/51PdzumjQFL.jpg,"---
:image:
  :medium:
    :width: 194
    :height: 250
"
524,"Millennium Falcon™ - LEGO® Star Wars","Im seriously considering this","2017-09-17 17:37:23.892637","2017-09-17 17:37:23.892637",https://www.lego.com/en-us/starwars/products/millennium-falcon-75192,resize,image/jpeg,92665,"2017-09-17 17:37:22.974579",https://lc-imageresizer-live-s.legocdn.com/resize?mode=landscape&size=xlarge&ratio=1&imageUrl=https://lc-www-live-s.legocdn.com/r/www/r/catalogs/-/media/catalogs/products/star%20wars/2017/primary/millennium_falcon_75192_lego_star_wars_2hy17_sept_franchise_product_still_1.jpg?l.r2=377716303,"---
:image:
  :medium:
    :width: 300
    :height: 169
"
525,"Met DVD","","2017-10-26 16:38:25.408833","2017-10-26 16:38:25.408833",https://www.amazon.com/gp/product/B00RLR1WIY/ref=ox_sc_sfl_title_27?ie=UTF8&psc=1&smid=ATVPDKIKX0DER,51kEG35UM9L._SY300_.jpg,image/jpeg,25896,"2017-10-26 16:38:24.662220",https://images-na.ssl-images-amazon.com/images/I/51kEG35UM9L._SY300_.jpg,"---
:image:
  :medium:
    :width: 104
    :height: 150
"
528,"Money for iPhone 7s","Both Damon and I have phones that keep crashing and doing weird things, and I can barely hear out of mine. As you know, we can now pay for new phones over 24 months on Verizon. I see how easy and wonderful it is to order through Apple and they handle the debacle of dealing with Verizon. They also allow a nice downpayment option. If anyone wants to help with the downpayment, our monthly payments will be more within our reach. Thank you for considering.","2017-10-28 14:05:08.834313","2017-10-28 14:05:08.834313","",iphone7-plus-rosegold-select-2016,image/jpeg,67149,"2017-10-28 14:05:07.931770","https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/i/ph/iphone7/plus/iphone7-plus-rosegold-select-2016?wid=1200&hei=630&fmt=jpeg&qlt=95&op_sharpen=0&resMode=bicub&op_usm=0.5,0.5,0,0&iccEmbed=0&layer=comp&.v=1472430147951","---
:image:
  :medium:
    :width: 300
    :height: 157
"
529,"The Crisis of Modernity: Augusto Del Noce, Carlo Lancellotti: 9780773544437: Amazon.com: Books","","2017-11-06 02:03:19.121154","2017-11-06 02:06:16.735734",https://www.amazon.com/gp/product/0773544437/ref=s9u_cartx_gw_i1?ie=UTF8&fpl=fresh&pd_rd_i=0773544437&pd_rd_r=679ffb44-c296-11e7-a77e-4f4ee7533ebd&pd_rd_w=JgKzl&pd_rd_wg=h6z4m&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=&pf_rd_r=W2SARF448MDBNYJ0T2Y9&pf_rd_t=36701&pf_rd_p=1cf9d009-399c-49e1-901a-7b8786e59436&pf_rd_i=desktop,41O-VrrxyFL._SY344_BO1_204_203_200_.jpg,image/jpeg,17046,"2017-11-06 02:06:16.249756","https://images-na.ssl-images-amazon.com/images/I/41O-VrrxyFL._SY344_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 115
    :height: 173
"
530,"Strangers in a Strange Land: Living the Catholic Faith in a Post-Christian World: Charles J. Chaput: 9781627796743: Amazon.com: Books","","2017-11-06 02:07:57.473758","2017-11-06 02:07:57.473758",https://www.amazon.com/Strangers-Strange-Land-Catholic-Post-Christian/dp/1627796746/ref=pd_sim_14_6?_encoding=UTF8&psc=1&refRID=HD048BK3XQGNS0SN37RF,51PNtpw1lUL._SY344_BO1_204_203_200_.jpg,image/jpeg,24999,"2017-11-06 02:07:57.060350","https://images-na.ssl-images-amazon.com/images/I/51PNtpw1lUL._SY344_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 115
    :height: 173
"
531,"Daylight Savings in a Book","I need a book-long rant on this.","2017-11-06 10:51:37.158735","2017-11-06 10:51:37.158735",https://www.amazon.com/Spring-Forward-Annual-Madness-Daylight/dp/1582434956/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,41DtxjP2oNL._SX331_BO1_204_203_200_.jpg,image/jpeg,33592,"2017-11-06 10:51:36.631005","https://images-na.ssl-images-amazon.com/images/I/41DtxjP2oNL._SX331_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 166
    :height: 249
"
